clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
0.0,59943.25504950495,89.78970297029703,1.7116831683168316,1.0186138613861386,1.011089108910891,10484.440792079207,9.246732673267326,232.13148514851486,0.6760396039603961,3825.910891089109,0.012673267326732674
1.0,156794.16923076924,208.67384615384614,4.649230769230769,1.0,1.0615384615384615,69893.05538461538,23.206153846153846,1020.5107692307693,3.2,5770.547692307692,0.9969230769230769
2.0,80039.25721784777,245.30883639545056,2.0918635170603674,1.0096237970253719,1.0008748906386702,16720.251093613297,13.32370953630796,736.7672790901138,2.230096237970254,4306.622922134733,0.9807524059492564
3.0,131999.5,347.0,2.5,1.0,1.0,65634.25,69.25,19960.0,49.25,2200.25,1.0
